"ts","sessionid","level","iteminsession","city","zip","state","useragent","lon","lat","userid","lastname","firstname","gender","registration","success","month","day","hour"
2023-11-28 02:38:22.000,145730,paid,3,Memphis,,TN,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-89.976392,35.147662,24954,Boone,Adam,M,1543255200000,true,,,2
2023-11-28 02:39:02.000,238440,paid,1,Jacksonville,,IL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-90.223047,39.734542,19992,Brown,Brandon,M,1543255200000,true,,,2
2023-11-28 02:39:32.000,78411,free,2,Pearland,,TX,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-95.350068,29.545325,78412,Hernandez,Rylie,F,1543255200000,true,,,2
2023-11-28 02:40:18.000,227867,paid,11,Lodi,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-121.144658,38.114388,87702,Kennedy,Anthony,M,1602258496000,true,,,2
2023-11-28 02:40:56.000,81126,free,1,Colorado Springs,,CO,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-104.714788,38.926858,81127,Reed,Christopher,M,1599491800000,true,,,2
2023-11-28 02:41:25.000,221543,free,2,Grosse Pointe,,MI,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-82.921842,42.382395,43854,Cordova,Angel,M,1543255200000,true,,,2
2023-11-28 02:44:32.000,234847,free,5,West Jordan,,UT,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-111.964564,40.622887,103420,Wyatt,Kara,F,1701146052000,true,,,2
2023-11-28 02:44:43.000,200626,paid,2,Rehoboth Beach,,DE,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-75.086681,38.686005,18413,Parker,Jedidiah,M,1543255200000,true,,,2
2023-11-28 02:45:13.000,40114,paid,22,Evansville,,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-87.536743,38.015301,,,,,,false,,,2
2023-11-28 02:45:14.000,40114,paid,23,Evansville,,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-87.536743,38.015301,,,,,,false,,,2
2023-11-28 02:45:19.000,40114,paid,24,Evansville,,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-87.536743,38.015301,40115,Johnson,Ethan,M,1674356834000,true,,,2
2023-11-28 02:45:46.000,232767,paid,2,Rochester,,MN,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-92.507101,43.971216,34288,Jordan,Jose,M,1637599559000,true,,,2
2023-11-28 02:45:51.000,228187,paid,1,Climax,,MN,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-96.813366,47.650242,82140,Martin,Rylan,M,1543255200000,true,,,2
2023-11-28 02:47:57.000,204301,free,7,Kings Mountain,,NC,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-81.378942,35.243945,21336,Pearson,Jordan,M,1543255200000,true,,,2
2023-11-28 02:49:06.000,227655,free,4,Germfask,,MI,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-85.903573,46.201767,,,,,,false,,,2
2023-11-28 02:49:07.000,227655,free,5,Germfask,,MI,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-85.903573,46.201767,,,,,,false,,,2
2023-11-28 02:49:52.000,141632,free,5,Jackson,,MS,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-90.280351,32.243261,3945,Clark,Jacob,M,1543255200000,true,,,2
2023-11-28 02:50:03.000,227655,free,6,Germfask,,MI,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-85.903573,46.201767,51885,Jackson,Emma,F,1543255200000,true,,,2
2023-11-28 02:50:11.000,202161,free,5,Cranston,,RI,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-71.517296,41.766854,12343,Gamble,Hailey,F,1543255200000,true,,,2
2023-11-28 02:50:38.000,145640,free,8,Milpitas,,CA,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-121.874953,37.443638,8404,Castillo,Tymber,F,1618123432000,true,,,2
2023-11-28 02:51:25.000,237605,paid,1,Spanish Fork,,UT,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-111.695542,40.121268,10353,Dominguez,Thayer,M,1543255200000,true,,,2
2023-11-28 02:51:43.000,214803,free,3,Waynesboro,,PA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-77.575618,39.774872,47679,Pierce,Mykah,M,1543255200000,true,,,2
2023-11-28 02:52:07.000,43588,paid,4,Riverside,,CA,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-117.398044,33.903134,43589,Payne,Walter,M,1598286496000,true,,,2
2023-11-28 02:53:30.000,189167,paid,1,Ackley,,IA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-93.060058,42.567768,58956,Davis,Arturo,M,1543255200000,true,,,2
2023-11-28 02:53:35.000,148824,free,1,Bluefield,,WV,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-81.204941,37.305951,63346,Hudson,Davin,M,1543255200000,true,,,2
2023-11-28 02:54:18.000,236580,paid,11,New York City,,NY,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-73.989181,40.731829,67354,Butler,Emma,F,1543255200000,true,,,2
2023-11-28 02:54:38.000,236060,free,1,Tampa,,FL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.3 (KHTML, like Gecko) Version/8.0 Safari/600.1.3""",-82.561218,28.066876,73113,Hart,Della,F,1653504543000,true,,,2
2023-11-28 02:55:53.000,199606,free,7,Bloomfield Hills,,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-83.233152,42.588866,15843,Arnold,Ava,F,1543255200000,true,,,2
2023-11-28 02:56:21.000,18214,free,1,Dallas,,TX,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,-96.678549,32.710306,18215,Davis,Alice,F,1543255200000,true,,,2
2023-11-28 02:56:48.000,59906,free,3,Auburn,,CA,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-121.080284,38.915869,59907,Holmes,Andrew,M,1543255200000,true,,,2
2023-11-28 02:57:54.000,218316,free,2,Salem,,OR,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-123.023687,45.030348,17409,Johnson,Noah,M,1660459114000,true,,,2
2023-11-28 02:58:00.000,241621,paid,1,Hartsville,,SC,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-80.082806,34.399975,7266,Martinez,Rory,M,1556650129000,true,,,2
2023-11-28 02:58:52.000,72989,free,2,Palmdale,,CA,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-118.123597,34.408383,72990,Berry,Landon,M,1654842215000,true,,,2
2023-11-28 02:59:15.000,226149,paid,2,Augusta,,KY,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-83.968175,38.740005,63896,Barrett,Gavin,M,1543255200000,true,,,2
2023-11-28 02:59:21.000,47930,free,1,Warwick,,RI,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-71.406118,41.747671,47931,Wilson,Alexus,F,1696350604000,true,,,2
2023-11-28 03:02:11.000,8365,free,4,Bridgeport,,CT,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0,-73.208027,41.18292,8366,Buchanan,Yair,M,1543255200000,true,,,3
2023-11-28 03:03:50.000,73442,free,2,Las Cruces,,NM,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-106.921275,32.441092,73443,Pena,Alyssa,F,1690913596000,true,,,3
2023-11-28 03:05:25.000,80254,free,1,Newton,,NJ,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-74.819113,41.056547,80255,Tucker,Adele,F,1543255200000,true,,,3
2023-11-28 03:06:12.000,93366,free,1,Dowagiac,,MI,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-86.120963,42.003786,93367,Harper,Keno,M,1596511973000,true,,,3
2023-11-28 03:06:36.000,46899,free,8,Tampa,,FL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-82.45535,28.017154,,,,,,false,,,3
2023-11-28 03:06:37.000,46899,free,9,Tampa,,FL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-82.45535,28.017154,,,,,,false,,,3
2023-11-28 03:06:50.000,46899,free,10,Tampa,,FL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-82.45535,28.017154,46900,Ward,Royce,M,1543255200000,true,,,3
2023-11-28 03:07:16.000,225379,paid,30,Brooklyn,,NY,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-73.956649,40.646448,82979,Price,Micah,M,1543255200000,true,,,3
2023-11-28 03:08:04.000,67655,free,1,Hankinson,,ND,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-96.918364,46.047905,67656,Barnes,Esperanza,F,1543255200000,true,,,3
2023-11-28 03:08:28.000,197142,free,9,Bridgeport,,WA,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-119.560504,48.040679,12545,Burns,Mia,F,1696559784000,true,,,3
2023-11-28 03:09:11.000,96101,free,2,West Palm Beach,,FL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-80.193112,26.720009,96102,Hoffman,Alivia,F,1543255200000,true,,,3
2023-11-28 03:11:33.000,27991,paid,1,San Antonio,,TX,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-98.570938,29.421133,27992,Clark,Samuel,M,1636852895000,true,,,3
2023-11-28 03:11:40.000,59054,free,1,Peridot,,AZ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-110.318864,33.317205,59055,Branch,Zoe,F,1543255200000,true,,,3
2023-11-28 03:12:08.000,195793,free,4,Ezel,,KY,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-83.394303,37.888469,31207,Henderson,Meredith,F,1616716755000,true,,,3
2023-11-28 03:12:25.000,201570,paid,43,Portland,,ME,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",-70.288071,43.69413,,,,,,false,,,3
2023-11-28 03:12:26.000,201570,paid,44,Portland,,ME,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",-70.288071,43.69413,,,,,,false,,,3
2023-11-28 03:12:30.000,201570,paid,45,Portland,,ME,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",-70.288071,43.69413,38563,Hill,Jade,F,1689421377000,true,,,3
2023-11-28 03:12:38.000,139753,paid,1,Virginia Beach,,VA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-76.035478,36.736543,46485,Thomas,Jaquarius,M,1620296813000,true,,,3
2023-11-28 03:12:52.000,46676,free,2,Independence,,MO,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-94.319308,39.071957,46677,Johnson,Lincoln,M,1543255200000,true,,,3
2023-11-28 03:13:06.000,80254,free,8,Newton,,NJ,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-74.819113,41.056547,80255,Tucker,Adele,F,1543255200000,true,,,3
2023-11-28 03:13:30.000,78829,free,1,Painted Post,,NY,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36""",-77.127624,42.160378,78830,Mitchell,Bilal,M,1543255200000,true,,,3
2023-11-28 03:13:41.000,221719,paid,2,Knoxville,,TN,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-83.795797,35.983165,66701,Vincent,Estrella,F,1563285123000,true,,,3
2023-11-28 03:14:53.000,160391,paid,1,Orlando,,FL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-81.519295,28.407838,51657,Romero,Madison,F,1663808451000,true,,,3
2023-11-28 03:15:59.000,192438,paid,1,Glen Arm,,MD,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-76.512474,39.448749,20824,Lopez,Mya,F,1603298385000,true,,,3
2023-11-28 03:17:07.000,198114,free,4,Coralville,,IA,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,-91.595951,41.699578,,,,,,false,,,3
2023-11-28 03:17:08.000,198114,free,5,Coralville,,IA,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,-91.595951,41.699578,,,,,,false,,,3
2023-11-28 03:17:36.000,198114,free,6,Coralville,,IA,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,-91.595951,41.699578,54797,Sweeney,Trinity,F,1666910234000,true,,,3
2023-11-28 03:17:56.000,227853,paid,1,Chapel Hill,,NC,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-79.154855,35.906197,64680,Osborne,Ismael,M,1543255200000,true,,,3
2023-11-28 03:18:02.000,101248,free,8,Canyon Lake,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-98.244624,29.889085,101249,Anthony,Dominique,M,1701080536000,true,,,3
2023-11-28 03:18:15.000,77949,free,10,Beacon,,NY,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,-73.953632,41.495996,77950,Hernandez,Rowan,M,1636988793000,true,,,3
2023-11-28 03:18:18.000,215491,free,1,Freeland,,MI,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),-84.13284,43.52008,,,,,,false,,,3
2023-11-28 03:18:45.000,227476,paid,2,Talco,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-95.1615,33.334851,80227,Mitchell,Hector,M,1543255200000,true,,,3
2023-11-28 03:19:01.000,234756,paid,2,Sherman,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-96.550405,33.604131,90699,Coleman,Hailey,F,1572328858000,true,,,3
2023-11-28 03:19:35.000,14210,free,2,Highland,,CA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-117.183148,34.12738,,,,,,false,,,3
2023-11-28 03:24:58.000,180975,free,1,Apple Valley,,CA,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-117.133076,34.571446,98482,Paul,Kendra,F,1565858448000,true,,,3
2023-11-28 03:25:47.000,190722,free,6,Vancouver,,WA,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-122.625018,45.640067,55204,Smith,Kimora,F,1543255200000,true,,,3
2023-11-28 03:25:48.000,225603,free,7,Antioch,,CA,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-121.77583,37.965782,,,,,,false,,,3
2023-11-28 03:25:49.000,225603,free,8,Antioch,,CA,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-121.77583,37.965782,,,,,,false,,,3
2023-11-28 03:26:17.000,225603,free,9,Antioch,,CA,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-121.77583,37.965782,88273,Waters,Grace,F,1543255200000,true,,,3
2023-11-28 03:26:53.000,180471,free,1,Tacoma,,WA,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-122.411638,47.208981,19993,Gallagher,Zoey,F,1659306973000,true,,,3
2023-11-28 03:27:18.000,234116,paid,1,Hoxie,,AR,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-91.047639,36.025741,65572,Powell,Kayla,F,1555889865000,true,,,3
2023-11-28 03:27:39.000,98131,free,2,Medford,,OR,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-122.799964,42.327975,,,,,,false,,,3
2023-11-28 03:27:48.000,228627,free,1,Heathsville,,VA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-76.420749,37.887476,20206,Snyder,Caleb,M,1543255200000,true,,,3
2023-11-28 03:32:38.000,194780,paid,158,Madison,,IN,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",-85.351135,38.815317,30614,Soto,Gracie,F,1661270449000,true,,,3
2023-11-28 03:33:02.000,211112,free,5,Woodside,,NY,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-73.905181,40.744788,46579,Cooke,Hailey,F,1543255200000,true,,,3
2023-11-28 03:33:06.000,4534,free,4,Oceanside,,CA,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-117.283379,33.25461,4535,Drake,Andres,M,1604995091000,true,,,3
2023-11-28 03:34:39.000,31529,free,1,Goodview,,VA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-79.737268,37.22321,31530,Estrada,Kirra,F,1543255200000,true,,,3
2023-11-28 03:37:25.000,222630,free,2,Tobyhanna,,PA,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",-75.394233,41.196442,27671,Finley,Addison,F,1660889860000,true,,,3
2023-11-28 03:38:23.000,208415,paid,2,Tyler,,TX,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-95.302223,32.321937,5215,Jennings,Adler,M,1608622411000,true,,,3
2023-11-28 03:38:58.000,216881,paid,100,Stout,,OH,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.191469,38.651441,,,,,,false,,,3
2023-11-28 03:42:43.000,198603,paid,1,Charlotte,,NC,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-80.946828,35.127365,10636,Anderson,Destiny,F,1543255200000,true,,,3
2023-11-28 03:44:02.000,58234,free,4,Rome,,NY,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4""",-75.461779,43.215771,58235,Mcconnell,Andrea,F,1543255200000,true,,,3
2023-11-28 03:44:34.000,88117,paid,170,Tampa,,FL,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-82.39157,28.037486,88118,Pham,Kalel,M,1685263619000,true,,,3
2023-11-28 03:45:00.000,39198,free,4,Michigan City,,IN,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-86.869177,41.68934,39199,Dorsey,Theresa,F,1543255200000,true,,,3
2023-11-28 03:45:03.000,81643,paid,20,Eden Prairie,,MN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-93.462356,44.827886,81644,Chavez,Genesis,F,1596598240000,true,,,3
2023-11-28 03:45:09.000,182462,free,1,Mc Connelsville,,OH,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-81.795493,39.691754,99865,Miranda,Payton,F,1552023778000,true,,,3
2023-11-28 03:45:58.000,193158,paid,1,Easton,,PA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",-75.223124,40.654176,13969,Bailey,Sam,M,1543255200000,true,,,3
2023-11-28 03:46:03.000,89434,free,4,Rockmart,,GA,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-85.054452,33.959882,89435,Rogers,Kimberly,F,1543255200000,true,,,3
2023-11-28 03:46:11.000,74365,free,2,Lennon,,MI,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,-83.944772,42.991452,74366,Lawrence,Alaina,F,1682840674000,true,,,3
2023-11-28 03:46:50.000,227757,paid,4,Watsonville,,CA,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-121.756479,36.946256,54252,Adams,Jose,M,1543255200000,true,,,3
2023-11-28 03:48:33.000,185646,paid,1,Manhattan,,IL,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-87.963468,41.392698,76114,Chavez,Aaden,M,1602934063000,true,,,3
2023-11-28 03:49:02.000,186454,paid,2,Riverview,,FL,"""Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""",-82.288545,27.84635,46996,Lawson,Asher,M,1543255200000,true,,,3
2023-11-28 03:49:35.000,223972,paid,9,Hudson,,FL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",-82.661275,28.391238,79744,Hebert,Savannah,F,1676459022000,true,,,3
2023-11-28 03:50:19.000,203890,free,3,North Las Vegas,,NV,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-115.172685,36.223177,,,,,,false,,,3
2023-11-28 03:50:20.000,203890,free,4,North Las Vegas,,NV,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-115.172685,36.223177,,,,,,false,,,3
2023-11-28 03:50:26.000,220305,free,2,Wenonah,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",-75.150692,39.799077,20284,Benjamin,Caleb,M,1543255200000,true,,,3
2023-11-28 03:50:54.000,132517,free,4,Reading,,PA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",-75.942981,40.324708,82682,Carr,Vicente,M,1618623815000,true,,,3
